Build No.,Project Code,Serial No.,Build Letter,Customer,Date,Gbox/Diff,Pass/Fail,Tested by,Mass
1529-065-A,1529B,065,A,Lamborghini,06/03/2015,Gearbox,FAIL,DJF,62.55
1529-064-A,1529B,064,A,Lamborghini,06/03/2015,Gearbox,FAIL,DJF,62.55
1529-020-B,1529A,020,B,Mclaren Gt,09/03/2015,Gearbox,FAIL,PS,57.15
1046-099-A,1046,099,A,BMR,10/03/2015,Gearbox,PASS,PS,35.85
1046-101-A,1046,101,A,Ciceley,10/03/2015,Gearbox,FAIL,PS,35.75
1046-100-A,1046,100,A,Ciceley,10/03/2015,Gearbox,FAIL,PS,35.8
1007-067A-B,1007,067,B,Pagani,11/03/2015,Gearbox,PASS,PS,108.45
1152-001-A,1152,001,A,Ginetta,11/03/2015,Gearbox,PASS,CP,63.45
1529-014-B,1529A,014,B,Mclaren Gt,13/03/2015,Gearbox,PASS,PS,57.55
1529-013-B,1529A,013,B,Mclaren Gt,13/03/2015,Gearbox,PASS,PS,57.75
633N-009-A,633N,009,A,M Sport,13/03/2015,Gearbox,PASS,PS,61
633N-010-A,633N,010,A,M Sport,13/03/2015,Gearbox,PASS,PS,60.95
1159C-008-A,1159C,008,A,Oreca,13/03/2015,Gearbox,FAIL,PS,64.35
1529-068-A,1529B,068,A,Lamborghini,16/03/2015,Gearbox,PASS,DJF,62.4
1529-069-A,1529B,069,A,Lamborghini,16/03/2015,Gearbox,PASS,PS,62.6
1529-070-A,1529B,070,A,Lamborghini,17/03/2015,Gearbox,PASS,DJF,62.6
1529-071-A,1529B,071,A,Lamborghini,17/03/2015,Gearbox,PASS,DJF,62.6
1206-008-A,1206,008,A,TMG,17/03/2015,Gearbox,PASS,PS,69.05
633N-010R-A,633N,010,A,M Sport,17/03/2015,Diff,PASS,PS,37.3
1106C-018-A,1106C,018,A,VW,17/03/2015,Gearbox,FAIL,PS,48.1
1106C-019-A,1106C,019,A,VW,17/03/2015,Gearbox,FAIL,PS,48.1
633N-009R-A,633N,009,A,M Sport,17/03/2015,Diff,PASS,PS,37.4
626-055-B,626,055,B,OAK,18/03/2015,Gearbox,PASS,PS,63.6
1007-087C-A,1007,087,A,Pagani,18/03/2015,Gearbox,PASS,PS,109.05
633N-004R-B,633N,004,B,M Sport,19/03/2015,Diff,PASS,PS,37.5
633N-005R-B,633N,005,B,M Sport,19/03/2015,Diff,FAIL,PS,37.5
1007-088C-A,1007,088,A,Pagani,19/03/2015,Gearbox,PASS,PS,109.1
1529-072-A,1529B,072,A,Lamborghini,20/03/2015,Gearbox,PASS,PS,62.6
1529-073-A,1529B,073,A,Lamborghini,20/03/2015,Gearbox,PASS,PS,62.6
1159D-009-A,1159D,009,A,Bykolles,20/03/2015,Gearbox,PASS,PS,63.8
1529-074-A,1529B,074,A,Lamborghini,20/03/2015,Gearbox,PASS,PS,62.4
1529-075-A,1529B,075,A,Lamborghini,20/03/2015,Gearbox,PASS,PS,62.45
1152-002-A,1152,002,A,Ginetta,20/03/2015,Gearbox,FAIL,PS,63.75
1152-003-A,1152,003,A,Ginetta,20/03/2015,Gearbox,FAIL,PS,63.75
633N-011-A,633N,011,A,M Sport,23/03/2015,Gearbox,PASS,PS,60.75
633N-012-A,633N,012,A,M Sport,23/03/2015,Gearbox,PASS,PS,60.9
1202B-003-A,1202B,003,A,Skoda,24/03/2015,Gearbox,PASS,PS,56.7
1202B-003R-A,1202B,003,A,Skoda,24/03/2015,Diff,PASS,PS,36.1
1202B-004-A,1202B,004,A,Skoda,24/03/2015,Gearbox,PASS,PS,56.9
1202B-004R-A,1202B,004,A,Skoda,24/03/2015,Diff,PASS,PS,36.05
633N-011R-A,633N,011,A,M Sport,24/03/2015,Diff,PASS,PS,37.4
1529-077-A,1529A,077,A,Mclaren Gt,25/03/2015,Gearbox,PASS,PS,57.4
1529-076-A,1529A,076,A,Mclaren Gt,25/03/2015,Gearbox,PASS,PS,57.3
633N-012R-A,633N,012,A,M Sport,25/03/2015,Diff,FAIL,PS,37.45
1529-050-B,1529A,050,B,Mclaren Gt,25/03/2015,Gearbox,PASS,PS,58.6
600-058-A,600,058,A,NOVA,25/03/2015,Gearbox,PASS,PS,68.6
1529-080-A,1529B,080,A,Lamborghini,27/03/2015,Gearbox,PASS,PS,62.5
1529-081-A,1529B,081,A,Lamborghini,27/03/2015,Gearbox,PASS,PS,62.65
1529-078-A,1529B,078,A,Lamborghini,27/03/2015,Gearbox,PASS,PS,62.65
1529-079-A,1529B,079,A,Lamborghini,27/03/2015,Gearbox,PASS,PS,62.55
478D-011-A,478D,011,A,Frazer Nash,30/03/2015,Gearbox,Pass,PS,29.35
478D-012-A,478D,012,A,Frazer Nash,30/03/2015,Gearbox,Pass,PS,29.3
478D-013-A,478D,013,A,Frazer Nash,30/03/2015,Gearbox,Pass,DJF,29.25
478D-014-A,478D,014,A,Frazer Nash,30/03/2015,Gearbox,Pass,DJF,29.3
478D-017-A,478D,017,A,Frazer Nash,30/03/2015,Gearbox,Pass,DJF,29.5
478D-018-A,478D,018,A,Frazer Nash,30/03/2015,Gearbox,Pass,DJF,29.4
478D-019-A,478D,019,A,Frazer Nash,30/03/2015,Gearbox,Pass,DJF,29.5
478D-020-A,478D,020,A,Frazer Nash,30/03/2015,Gearbox,Pass,DJF,29.55
1202B-005R-A,1202B,005,A,Skoda,31/03/2015,Diff,PASS,PS,36.2
633N-013-A,633N,013,A,M-sport,31/03/2015,Gearbox,PASS,AMC,60.95
1202B-006-A,1202B,006,A,Skoda,31/03/2015,Gearbox,PASS,PS,57
633N-014-A,633N,014,A,M-sport,31/03/2015,Gearbox,FAIL,DJF,60.95
1202B-006R-A,1202B,006,A,Skoda,31/03/2015,Diff,FAIL,PS,36.2
1202B-007R-A,1202B,007,A,Skoda,31/03/2015,Diff,FAIL,PS,36.15
1202B-007-A,1202B,007,A,Skoda,31/03/2015,Gearbox,PASS,PS,56.7
478D-015-A,478D,015,A,Frazer Nash,31/03/2015,Gearbox,Pass,AMC,29.25
478D-016-A,478D,016,A,Frazer Nash,31/03/2015,Gearbox,Pass,AMC,29.3
1202B-005-A,1202B,005,A,Skoda,31/03/2015,Gearbox,FAIL,PS,56.95
478D-001-A,478D,001,A,Frazer Nash,01/04/2015,Gearbox,Pass,AMC,29.4
1529-002-H,1529A,002,H,Mclaren Gt,01/04/2015,Gearbox,PASS,PS,59.1
1529-082-A,1529B,082,A,Lamborghini,01/04/2015,Gearbox,PASS,PS,62.65
1529-083-A,1529B,083,A,Lamborghini,01/04/2015,Gearbox,PASS,PS,62.6
1200-008-A,1200,008,A,Nissan,01/04/2015,Gearbox,FAIL,PS,93.55
633C-038-A,633C,038,A,Pro Drive,01/04/2015,Gearbox,PASS,DJF,55.7
478D-006-A,478D,006,A,Frazer Nash,01/04/2015,Gearbox,Pass,DJF,29.45
478D-005-A,478D,005,A,Frazer Nash,01/04/2015,Gearbox,Pass,DJF,29.55
478D-004-A,478D,004,A,Frazer Nash,01/04/2015,Gearbox,Pass,DJF,29.45
478D-003-A,478D,003,A,Frazer Nash,01/04/2015,Gearbox,Pass,DJF,29.35
478D-002-A,478D,002,A,Frazer Nash,01/04/2015,Gearbox,Pass,DJF,29.45
1153-009R-A,1153,009,A,TOCA,02/04/2015,Diff,PASS,PS,24.15
1529-084-A,1529B,084,A,Lamborghini,02/04/2015,Gearbox,PASS,PS,62.7
1529-085-A,1529B,085,A,Lamborghini,02/04/2015,Gearbox,PASS,PS,62.75
1152-004-A,1152,004,A,Ginetta,02/04/2015,Gearbox,FAIL,DJF,63.7
1007-089C-A,1007,089,A,Pagani,02/04/2015,Gearbox,PASS,PS,109.05
1152-005-A,1152,005,A,Ginetta,02/04/2015,Gearbox,FAIL,DJF,63.7
478D-007-A,478D,007,A,Frazer Nash,02/04/2015,Gearbox,Pass,DJF,29.35
1529-086-A,1529B,086,A,Lamborghini,02/04/2015,Gearbox,PASS,DJF,62.6
1529-087-A,1529B,087,A,Lamborghini,02/04/2015,Gearbox,FAIL,PS,62.55
223E-048R-B,223E,048,B,TDS,02/04/2015,Diff,PASS,DJF,37.9
478D-008-A,478D,008,A,Frazer Nash,07/04/2015,Gearbox,Pass,PS,29.4
478D-009-A,478D,009,A,Frazer Nash,07/04/2015,Gearbox,Pass,PS,29.35
478D-010-A,478D,010,A,Frazer Nash,07/04/2015,Gearbox,Pass,PS,29.45
1206-009-A,1206,009,A,TMG,08/04/2015,Gearbox,PASS,PS,70.2
626-072-B,626,072,B,OAK,08/04/2015,Gearbox,PASS,PS,63.25
1106C-020-A,1106C,020,A,VW,08/04/2015,Gearbox,FAIL,PS,48.05
1106C-021-A,1106C,021,A,VW,08/04/2015,Gearbox,FAIL,PS,47.95
1152-006-A,1152,006,A,Ginetta,09/04/2015,Gearbox,PASS,PS,63.55
478E-001-A,478E,001,A,Frazer Nash,09/04/2015,Gearbox,Pass,AMC,16.2
478E-002-A,478E,002,A,Frazer Nash,09/04/2015,Gearbox,Pass,PS,16.2
633N-014R-A,633N,014,A,M Sport,09/04/2015,Diff,FAIL,PS,37.3
633N-013R-A,633N,013,A,M Sport,09/04/2015,Diff,FAIL,PS,37.4
478F-002-A,478F,002,A,Frazer Nash,09/04/2015,Gearbox,Pass,PS,16.25
478F-001-A,478F,001,A,Frazer Nash,09/04/2015,Gearbox,Pass,PS,16.25
626-079-A,626,079,A,OAK,10/04/2015,Gearbox,PASS,PS,63.1
626-080-A,626,080,A,OAK,10/04/2015,Gearbox,PASS,PS,63.1
1202B-008-A,1202B,008,A,Skoda,14/04/2015,Gearbox,FAIL,PS,56.75
1202B-009-A,1202B,009,A,Skoda,14/04/2015,Gearbox,FAIL,PS,56.7
1202B-010-A,1202B,010,A,Skoda,14/04/2015,Gearbox,FAIL,PS,56.8
396-002-C,396,002,C,Caudwell Marine,14/04/2015,Gearbox,FAIL,PS,81.15
1202B-008R-A,1202B,008,A,Skoda,15/04/2015,Diff,PASS,PS,36.15
1202B-010R-A,1202B,010,A,Skoda,15/04/2015,Diff,PASS,PS,36.1
1529-089-A,1529A,089,A,Mclaren Gt,15/04/2015,Gearbox,PASS,PS,58.35
1202B-009R-A,1202B,009,A,Skoda,15/04/2015,Diff,FAIL,PS,36.1
1529-088-A,1529A,088,A,Mclaren Gt,15/04/2015,Gearbox,PASS,PS,58.3
1206-010-A,1206,010,A,TMG,16/04/2015,Gearbox,PASS,PS,68.6
633N-015-A,633N,015,A,M Sport,16/04/2015,Gearbox,PASS,PS,60.75
1529-090-A,1529B,090,A,Lamborghini,16/04/2015,Gearbox,PASS,PS,62.55
633N-016R-A,633N,016,A,M Sport,17/04/2015,Diff,PASS,PS,37.45
1007-090C-A,1007,090,A,Pagani,17/04/2015,Gearbox,PASS,PS,108.5
633N-015R-A,633N,015,A,M Sport,17/04/2015,Diff,FAIL,PS,37.3
633N-016-A,633N,016,A,M Sport,17/04/2015,Gearbox,PASS,PS,61.05
1529-091-A,1529B,091,A,Lamborghini,17/04/2015,Gearbox,PASS,PS,62.65
626-057-C,626,057,C,OAK,20/04/2015,Gearbox,PASS,PS,63.5
600-039-C,600,039,C,Motorbase,20/04/2015,Gearbox,FAIL,PS,69.5
1152-007-A,1152,007,A,Ginetta,21/04/2015,Gearbox,PASS,PS,64.9
1202B-013R-A,1202B,013,A,Skoda,21/04/2015,Diff,PASS,PS,36.05
1202B-013-A,1202B,013,A,Skoda,21/04/2015,Gearbox,PASS,PS,56.95
1202B-012R-A,1202B,012,A,Skoda,21/04/2015,Diff,FAIL,DJF,63.1
1202B-011R-A,1202B,011,A,Skoda,21/04/2015,Diff,FAIL,PS,63.1
1202B-012-A,1202B,012,A,Skoda,21/04/2015,Gearbox,PASS,DJF,56.75
1202B-011-A,1202B,011,A,Skoda,21/04/2015,Gearbox,FAIL,PS,56.65
633B-004-B,633B,004,B,JRM,22/04/2015,Gearbox,PASS,DJF,39.35
529U-076-A,529U,076,A,Emil F,22/04/2015,Gearbox,PASS,DJF,56.95
478D-022-A,478D,022,A,Frazer Nash,22/04/2015,Gearbox,Pass,PS,29.4
478D-023-A,478D,023,A,Frazer Nash,22/04/2015,Gearbox,Pass,PS,29.3
478D-024-A,478D,024,A,Frazer Nash,22/04/2015,Gearbox,Pass,PS,29.3
478D-025-A,478D,025,A,Frazer Nash,22/04/2015,Gearbox,Pass,PS,29.2
478D-026-A,478D,026,A,Frazer Nash,22/04/2015,Gearbox,Pass,PS,29.45
478D-027-A,478D,027,A,Frazer Nash,22/04/2015,Gearbox,Pass,PS,29.55
478D-028-A,478D,028,A,Frazer Nash,22/04/2015,Gearbox,Pass,PS,29.35
478D-029-A,478D,029,A,Frazer Nash,22/04/2015,Gearbox,Pass,PS,29.4
478D-030-A,478D,030,A,Frazer Nash,22/04/2015,Gearbox,Pass,PS,29.3
478D-021-A,478D,021,A,Frazer Nash,24/04/2015,Gearbox,Pass,PS,29.35
478D-022-A,478D,022,A,Frazer Nash,24/04/2015,Gearbox,Pass,PS,29.4
626-081-A,626,081,A,Signature,24/04/2015,Gearbox,PASS,DJF,63.05
1529-093-A,1529B,093,A,Lamborghini,24/04/2015,Gearbox,PASS,DJF,62.55
1529-094-A,1529B,094,A,Lamborghini,24/04/2015,Gearbox,PASS,DJF,62.6
1529-095-A,1529B,095,A,Lamborghini,24/04/2015,Gearbox,PASS,DJF,62.6
633C-022-B,633C,022,B,JRM,24/04/2015,Gearbox,FAIL,PS,57.8
1529-092-A,1529B,092,A,Lamborghini,24/04/2015,Gearbox,FAIL,DJF,62.55
1059E-034-A,1059E,034,A,Strakka Dome,24/04/2015,Gearbox,PASS,PS,78.25
626-082-A,626,082,A,OAK,24/04/2015,Gearbox,PASS,DJF,63.2
1202B-014-A.,1202B,014,A,Skoda,28/04/2015,Gearbox,PASS,DJF,57.05
1202B-015-A.,1202B,015,A,Skoda,28/04/2015,Gearbox,PASS,DJF,57.05
1202B-015R-A,1202B,015,A,Skoda,28/04/2015,Diff,PASS,DJF,36.15
1202B-016R-A,1202B,016,A,Skoda,28/04/2015,Diff,PASS,DJF,36.1
1202B-017R-A,1202B,017,A,Skoda,28/04/2015,Diff,PASS,PS,36.1
1202B-014R-A,1202B,014,A,Skoda,28/04/2015,Diff,FAIL,DJF,36.15
626-070-B,626,070,B,OAK,29/04/2015,Gearbox,FAIL,PS,63.7
1200-009-A,1200,009,A,Nissan,29/04/2015,Gearbox,FAIL,PS,94.05
1152-009-A,1152,009,A,Ginetta,30/04/2015,Gearbox,PASS,PS,64.75
1152-008-A,1152,008,A,Ginetta,30/04/2015,Gearbox,PASS,PS,64.75
1007-092C-A,1007,092,A,Pagani,30/04/2015,Gearbox,PASS,PS,108.95
522-055F-A,522,055,A,X-raid,30/04/2015,Diff - Front,PASS,PS,53.8
522-056F-A,522,056,A,X-raid,30/04/2015,Diff - Front,PASS,PS,53.8
522-055R-A,522,055,A,X-raid,30/04/2015,Diff - Rear,PASS,PS,54.1
522-054R-A,522,054,A,X-raid,30/04/2015,Diff - Rear,FAIL,PS,54.1
1529-099-A,1529B,099,A,Lamborghini,01/05/2015,Gearbox,PASS,PS,62.85
1529-098-A,1529B,098,A,Lamborghini,01/05/2015,Gearbox,PASS,PS,62.5
1529-097-A,1529B,097,A,Lamborghini,01/05/2015,Gearbox,PASS,PS,62.6
1529-096-A,1529B,096,A,Lamborghini,01/05/2015,Gearbox,PASS,PS,62.7
1092B-006-A,1092B,006,A,Williams,06/05/2015,Gearbox,Pass,DJF,46.8
223E-052R-B,223E,052,B,Schubert,06/05/2015,Diff,PASS,DJF,37.85
223E-054R-B,223E,054,B,Schubert,06/05/2015,Diff,PASS,DJF,37.85
1206-011-A,1206,011,A,TMG,07/05/2015,Gearbox,PASS,PS,68.75
516-062-A,516,062,A,Gusto,07/05/2015,Gearbox,FAIL,DJF,30.75
1202B-018R-A,1202B,018,A,Skoda,07/05/2015,Diff,PASS,DJF,36.1
1202B-019R-A,1202B,019,A,Skoda,07/05/2015,Diff,PASS,DJF,36.05
1202B-020R-A,1202B,020,A,Skoda,07/05/2015,Diff,PASS,DJF,36.1
1202B-021R-A,1202B,021,A,Skoda,07/05/2015,Diff,FAIL,DJF,36.15
1202B-016-A,1202B,016,A,Skoda,07/05/2015,Gearbox,PASS,DJF,56.85
223E-020R-B,223E,020,B,Triple Eight,08/05/2015,Diff,PASS,PS,37.9
1152-003-B,1152,003,B,Ginetta,08/05/2015,Gearbox,PASS,DJF,67.05
1007-091C-A,1007,091,A,Pagani,08/05/2015,Gearbox,PASS,PS,108.8
1202B-017-A,1202B,017,A,Skoda,08/05/2015,Gearbox,PASS,DJF,56.8
1529-100-A,1529B,100,A,Lamboghini,08/05/2015,Gearbox,PASS,PS,62.65
1529-101-A,1529B,101,A,Lamboghini,08/05/2015,Gearbox,PASS,PS,62.6
1529-102-A,1529B,102,A,Lamborghini,08/05/2015,Gearbox,PASS,DJF,62.5
1529-103-A,1529B,103,A,Lamboghini,08/05/2015,Gearbox,PASS,PS,62.65
633N-017-A,633N,017,A,M-sport,15/05/2015,Gearbox,PASS,DJF,61.05
1529-104-A,1529B,104,A,Lamborghini,15/05/2015,Gearbox,PASS,DJF,62.6
1202B-022R-A,1202B,022,A,Skoda,15/05/2015,Diff,FAIL,DJF,36.15
1202B-023R-A,1202B,023,A,Skoda,15/05/2015,Diff,FAIL,DJF,36.15
1202B-024R-A,1202B,024,A,Skoda,15/05/2015,Diff,PASS,DJF,36.15
1529-105-A,1529B,105,A,Lamborghini,16/05/2015,Gearbox,PASS,DJF,62.45
1529-107-A,1529B,107,A,Lamborghini,16/05/2015,Gearbox,PASS,DJF,62.6
1529-106-A,1529B,106,A,Lamborghini,16/05/2015,Gearbox,PASS,DJF,62.45
1159B-004-C,1159B,004,C,Rebelion,18/05/2015,Gearbox,FAIL,DJF,68.9
1159B-004-E,1159B,004,E,Rebelion,18/05/2015,Gearbox,FAIL,DJF,68.9
1202B-018-A,1202B,018,A,Skoda,19/05/2015,Gearbox,PASS,DJF,56.95
1202B-020-A,1202B,020,A,Skoda,19/05/2015,Gearbox,PASS,DJF,57.2
1202B-019-A,1202B,019,A,Skoda,19/05/2015,Gearbox,FAIL,DJF,56.95
1202B-021-A,1202B,021,A,Skoda,19/05/2015,Gearbox,PASS,DJF,57.1
1159B-003-C,1159B,003,C,Rebellion,20/05/2015,Gearbox,FAIL,DJF,70.35
633N-018-A,633N,018,A,M-sport,20/05/2015,Gearbox,PASS,DJF,60.9
633N-017R-A,633N,017,A,M-sport,20/05/2015,Diff,PASS,DJF,60.9
633N-018R-A,633N,018,A,M-sport,20/05/2015,Diff,FAIL,DJF,60.9
1529-011-B,1529A,011,B,Mclaren Gt,21/05/2015,Gearbox,PASS,DJF,58.85
626-068-B,626,068,B,Oreca,22/05/2015,Gearbox,PASS,DJF,63.25
1529-108-A,1529B,108,A,Lamborghini,22/05/2015,Gearbox,PASS,DJF,62.7
1529-109-A,1529B,109,A,Lamborghini,22/05/2015,Gearbox,PASS,DJF,62.7
1529-110-A,1529B,110,A,Lamborghini,22/05/2015,Gearbox,PASS,DJF,62.7
1529-111-A,1529B,111,A,Lamborghini,22/05/2015,Gearbox,PASS,DJF,62.7
1007-093C-A,1007,093,A,Pagani,22/05/2015,Gearbox,PASS,DJF,108.55
1202B-022-A,1202B,022,A,Skoda,26/05/2015,Gearbox,PASS,PS,56.75
626-083-A,626,083,A,OAK,26/05/2015,Gearbox,PASS,PS,63
626-084-A,626,084,A,OAK,26/05/2015,Gearbox,PASS,PS,63.05
600-059-A,600,059,A,Prodrive,26/05/2015,Gearbox,FAIL,PS,73.95
600-060-A,600,060,A,Prodrive,26/05/2015,Gearbox,FAIL,PS,73.75
1046-081-D,1046,081,D,Stock,27/05/2015,Gearbox,PASS,PS,35.7
1046-081-C,1046,081,C,Stock,27/05/2015,Gearbox,PASS,PS,35.7
1202B-023-A,1202B,023,A,Skoda,28/05/2015,Gearbox,PASS,PS,56.75
1202B-024-A,1202B,024,A,Skoda,28/05/2015,Gearbox,FAIL,PS,56.85
1159B-005-C,1159B,005,C,Rebellion,29/05/2015,Gearbox,PASS,PS,66.95
600E-001-A,600E,001,A,Aston Martin,29/05/2015,Gearbox,FAIL,PS,81.1
1159B-002-C,1159B,002,C,Rebellion,29/05/2015,Gearbox,PASS,PS,67.4
1152-010-A,1152,010,A,Oreca,29/05/2015,Gearbox,PASS,PS,64.7
1159C-010-A,1159C,010,A,Oreca,29/05/2015,Gearbox,PASS,PS,63.15
633N-019-A,633N,019,A,M-sport,01/06/2015,Gearbox,PASS,PS,61
633N-019R-A,633N,019,A,M-sport,02/06/2015,Diff,PASS,PS,37.4
633N-020R-A,633N,020,A,M-sport,02/06/2015,Diff,FAIL,PS,37.4
633N-020-A,633N,020,A,M-sport,02/06/2015,Gearbox,FAIL,PS,60.8
633N-019-B,633N,019,B,M-sport,03/06/2015,Gearbox,PASS,PS,61
1046-104-A,1046,104,A,Polestar,04/06/2015,Gearbox,PASS,PS,36
1159C-007-B,1159C,007,B,Oreca,04/06/2015,Gearbox,PASS,PS,64.5
1529-112-A,1529B,112,A,Lamborghini,04/06/2015,Gearbox,PASS,PS,62.75
1529-113-A,1529B,113,A,Lamborghini,04/06/2015,Gearbox,PASS,DJF,62.8
626-085-A,626,085,A,OAK,04/06/2015,Gearbox,PASS,PS,62.9
1529-114-A,1529B,114,A,Lamborghini,04/06/2015,Gearbox,PASS,DJF,62.6
1529-115-A,1529B,115,A,Lamborghini,04/06/2015,Gearbox,PASS,PS,62.65
1159D-011-A,1159D,011,A,Bykolles,04/06/2015,Gearbox,FAIL,DJF,62.4
1529-116-A,1529B,116,A,Lamborghini,05/06/2015,Gearbox,PASS,PS,62.75
529P-049-C,529P,049,C,Larbre,08/06/2015,Gearbox,FAIL,PS,62.7
1202B-026-A,1202B,026,A,Skoda,08/06/2015,Gearbox,PASS,PS,56.9
1202B-028-A,1202B,028,A,Skoda,08/06/2015,Gearbox,PASS,PS,56.8
1202B-025R-A,1202B,025,A,Skoda,08/06/2015,Diff,FAIL,PS,36.05
1202B-027-A,1202B,027,A,Skoda,08/06/2015,Gearbox,FAIL,PS,56.8
1202B-025-A,1202B,025,A,Skoda,08/06/2015,Gearbox,FAIL,PS,56.8
1202B-028R-A,1202B,028,A,Skoda,09/06/2015,Diff,PASS,DJF,36.4
1159B-001-B,1159B,001,B,Rebellion,09/06/2015,Gearbox,PASS,PS,66.65
1202B-026R-A,1202B,026,A,Skoda,09/06/2015,Diff,FAIL,DJF,36.4
1202B-027R-A,1202B,027,A,Skoda,10/06/2015,Diff,PASS,DJF,36.4
633N-022-A,633N,022,A,M-sport,10/06/2015,Gearbox,FAIL,DJF,61
633N-021-A,633N,021,A,M-sport,10/06/2015,Gearbox,FAIL,DJF,61
1007-094C-A,1007,094,A,Pagani,11/06/2015,Gearbox,PASS,DJF,108.9
633N-022R-A,633N,022,A,M-sport,11/06/2015,Diff,FAIL,PS,37.4
633N-021R-A,633N,021,A,M-sport,11/06/2015,Diff,FAIL,PS,37.4
1152-011-A,1152,011,A,Oreca,16/06/2015,Gearbox,PASS,PS,64.75
1152-014-A,1152,014,A,Ginetta,17/06/2015,Gearbox,PASS,DJF,64.65
633M-021-A,633M,021,A,Hyundai,17/06/2015,Gearbox,FAIL,DJF,60.95
633M-027-A,633M,027,A,Hyundai,17/06/2015,Gearbox,PASS,DJF,60.95
633M-028-A,633M,028,A,Hyundai,17/06/2015,Gearbox,PASS,DJF,60.95
633M-021R-A,633M,021,A,Hyundai,17/06/2015,Diff,PASS,DJF,60.95
1152-012-A,1152,012,A,Ginetta,18/06/2015,Gearbox,PASS,DJF,64.65
1152-001-B,1152,001,B,Ginetta,18/06/2015,Gearbox,PASS,DJF,66
1152-013-A,1152,013,A,Ginetta,19/06/2015,Gearbox,PASS,DJF,64.75
1529-002-I,1529A,002,I,Mclaren Gt,19/06/2015,Gearbox,FAIL,PS,58
633M-022-A,633M,022,A,Hyundai,22/06/2015,Gearbox,FAIL,PS,60.95
1529-117-A,1529A,117,A,Mclaren Gt,23/06/2015,Gearbox,PASS,PS,58.3
1529-118-A,1529A,118,A,Mclaren Gt,23/06/2015,Gearbox,PASS,PS,58.2
633N-023-A,633N,023,A,M Sport,23/06/2015,Gearbox,FAIL,PS,60.95
633N-024-A,633N,024,A,M Sport,23/06/2015,Gearbox,FAIL,PS,60.85
633N-025-A,633N,025,A,M-sport,24/06/2015,Gearbox,FAIL,PS,60.8
633N-023R-A,633N,023,A,M-sport,24/06/2015,Diff,FAIL,PS,37.4
633N-024R-A,633N,024,A,M-sport,24/06/2015,Diff,FAIL,PS,37.4
633N-025R-A,633N,025,A,M-sport,24/06/2015,Diff,FAIL,PS,37.4
1007-095C-A,1007,095,A,Pagani,25/06/2015,Gearbox,PASS,DJF,109
600E-002-A,600E,002,A,Aston Martin,25/06/2015,Gearbox,FAIL,PS,81.65
1046-105-A,1046,105,A,Toca Stock,26/06/2015,Gearbox,FAIL,PS,35.8
633D-009R-A,633D,009,A,Gusto,30/06/2015,Diff,FAIL,PS,37.1
633D-010R-A,633D,010,A,Gusto,30/06/2015,Diff,FAIL,PS,37.1
633D-011R-A,633D,011,A,Gusto,30/06/2015,Diff,FAIL,PS,37.1
1113-004-A,1113,004,A,Gusto,30/06/2015,Gearbox,FAIL,DJF,54.6
1113-005-A,1113,005,A,Gusto,30/06/2015,Gearbox,PASS,DJF,54.6
1209-002-A,1209,002,A,Michelotto,01/07/2015,Gearbox,FAIL,PS,66.35
1529D-001-A,1529D,001,A,Callaway,01/07/2015,Gearbox,PASS,DJF,62.65
1113-003-A,1113,003,A,Gusto,01/07/2015,Gearbox,FAIL,PS,54.45
1202B-030-A,1202B,030,A,Skoda,02/07/2015,Gearbox,PASS,PS,56.9
1202B-031-A,1202B,031,A,Skoda,02/07/2015,Gearbox,PASS,PS,56.85
1202B-029-A,1202B,029,A,Skoda,02/07/2015,Gearbox,FAIL,PS,56.85
1202B-032-A,1202B,032,A,Skoda,02/07/2015,Gearbox,FAIL,PS,56.8
1046-106-A,1046,106,A,Gusto,02/07/2015,Gearbox,PASS,DJF,35
1046-105-B,1046,105,B,Polestar,03/07/2015,Gearbox,PASS,DJF,36.25
1152-015-A,1152,015,A,INC,03/07/2015,Gearbox,PASS,DJF,65.3
1202B-031R-A,1202B,031,A,Skoda,07/07/2015,Diff,PASS,DJF,36.1
1202B-030R-A,1202B,030,A,Skoda,07/07/2015,Diff,PASS,DJF,36.1
1202B-029R-A,1202B,029,A,Skoda,07/07/2015,Diff,PASS,DJF,36.1
1202B-032R-A,1202B,032,A,Skoda,07/07/2015,Diff,PASS,DJF,36.1
633M-024-A,633M,024,A,Hyundai,08/07/2015,Gearbox,PASS,PS,60.95
633M-023-A,633M,023,A,Hyundai,09/07/2015,Gearbox,PASS,PS,61.05
1046-017-B,1046,017,B,BMR,09/07/2015,Gearbox,PASS,DJF,37.25
522-049F-B,522,049,B,X-raid,09/07/2015,Diff - Front,PASS,PS,53.7
1007-096C-A,1007,096,A,Pagani,09/07/2015,Gearbox,PASS,DJF,108.65
522-037R-C,522,037,C,X-raid,09/07/2015,Diff - Rear,PASS,PS,54.1
522-029R-E,522,029,E,X-raid,09/07/2015,Diff - Rear,PASS,PS,54
522-047F-B,522,047,B,X-raid,09/07/2015,Diff - Front,FAIL,PS,53.95
633M-023-B,633M,023,B,Hyundai,10/07/2015,Gearbox,PASS,PS,61.05
1152-017-A,1152,017,A,Oreca,10/07/2015,Gearbox,PASS,DJF,64.85
1152-018-A,1152,018,A,Oreca,10/07/2015,Gearbox,PASS,DJF,64.85
1529A-051-C,1529A,051,C,Mclaren Gt,10/07/2015,Gearbox,PASS,PS,57.4
